depreg,mupreg,mesreg,añoreg,diaocu,mesocu,añoocu,depocu,mupocu,edadhom,edadmuj,grethom,gretmuj,nachom,nacmuj,escohom,escomuj,ocupahom,ocupamuj
10,1002,3,2010,8,1,2010,10,1002,999,999,9,9,320,320,9,9,6111,9711
12,1215,3,2010,19,1,2010,12,1215,999,999,9,9,320,320,9,9,6111,9711
12,1202,3,2010,5,2,2010,12,1201,999,999,9,9,320,320,9,9,6111,9711
22,2211,4,2010,26,1,2010,22,2201,999,999,9,9,320,320,9,9,6111,9711
21,2102,5,2010,9,3,2010,21,2102,999,999,9,9,320,320,9,9,6111,9711
22,2201,5,2010,13,4,2010,22,2201,20,22,2,2,320,320,1,1,6111,9711
11,1106,5,2010,16,2,2010,11,1101,999,999,9,9,320,320,9,9,6111,9711
22,2214,5,2010,22,4,2010,22,2201,999,999,9,9,320,320,9,9,6111,9711
14,1410,5,2010,12,4,2010,14,1410,38,34,1,1,320,320,1,2,6111,9711
18,1805,5,2010,24,2,2010,18,1805,999,999,9,9,320,320,9,9,6111,9711
18,1805,5,2010,9,3,2010,18,1805,999,999,9,9,320,320,9,9,6111,9711
16,1601,6,2010,19,3,2010,16,1601,999,999,9,9,320,320,9,9,6111,9711
6,0604,6,2010,8,6,2010,6,0604,47,999,9,9,320,320,1,1,6111,9711
6,0613,7,2010,13,5,2010,6,0601,55,70,2,2,320,320,2,2,6111,9711
14,1416,7,2010,1,7,2010,14,1416,24,23,9,1,320,320,1,2,6111,9711
1,0101,8,2010,21,4,2010,1,0101,999,999,9,9,320,320,9,9,6111,9711
18,1805,9,2010,4,5,2010,18,1801,999,999,9,9,320,320,9,9,6111,9711
2,0205,9,2010,20,4,2010,1,0101,999,999,9,9,320,320,9,9,6111,9711
1,0116,10,2010,19,8,2010,1,0101,30,27,2,9,320,320,1,2,6111,9711
6,0608,10,2010,3,9,2010,6,0601,999,999,9,9,320,320,9,9,6111,9711
1,0101,10,2010,9,9,2010,1,0101,999,999,9,9,320,320,9,9,6111,9711
2,0207,10,2010,22,9,2010,1,0115,999,999,9,9,320,320,9,9,6111,9711
6,0608,10,2010,18,8,2010,5,0501,999,999,9,9,320,320,1,9,6111,9711
1,0105,11,2010,2,9,2010,1,0101,21,17,9,9,320,320,9,9,6111,9711
1,0114,11,2010,30,9,2010,1,0115,999,999,9,9,320,320,9,9,6111,9711
10,1004,11,2010,18,1,2010,10,1001,999,999,9,9,320,320,9,9,6111,9711
18,1805,11,2010,26,10,2010,18,1801,999,999,9,9,320,320,9,9,6111,9711
14,1415,12,2010,16,6,2010,14,1413,999,999,1,1,320,320,1,1,6111,9711
12,1218,3,2010,5,2,2010,9,0920,999,999,9,9,320,320,9,9,6111,9711
17,1703,3,2010,17,2,2010,17,1703,999,999,9,9,320,320,9,9,6111,9711
5,0501,3,2010,16,1,2010,5,0501,999,25,9,9,320,320,9,1,6111,9711
17,1705,4,2010,25,3,2010,17,1705,999,999,9,9,320,320,9,9,6111,9711
17,1708,5,2010,29,4,2010,17,1703,999,999,9,9,320,320,9,9,6111,9711
15,1508,5,2010,23,2,2010,15,1501,999,999,9,9,320,320,9,9,6111,9711
22,2216,6,2010,26,5,2010,22,2216,999,999,9,9,320,320,9,9,6111,9711
16,1601,6,2010,7,5,2010,16,1601,22,19,1,1,320,320,9,2,6111,9711
12,1215,6,2010,18,5,2010,12,1215,999,999,9,9,320,320,9,9,6111,9711
15,1501,7,2010,26,5,2010,15,1501,38,999,9,9,320,320,2,9,6111,9711
18,1805,7,2010,26,4,2010,18,1805,999,999,9,9,320,320,9,9,6111,9711
1,0115,7,2010,17,6,2010,1,0115,999,999,9,9,320,320,9,9,6111,9711
12,1215,7,2010,20,5,2010,1,0101,999,999,9,9,320,320,9,9,6111,9711
22,2209,8,2010,2,6,2010,22,2201,33,25,9,2,320,320,1,2,6111,9711
14,1401,8,2010,25,5,2010,14,1401,48,45,2,2,320,320,2,3,6111,9711
6,0601,8,2010,20,7,2010,6,0601,999,999,9,9,320,320,9,9,6111,9711
1,0101,8,2010,21,7,2010,1,0101,999,999,9,9,320,320,9,9,6111,9711
6,0601,8,2010,13,5,2010,6,0601,999,999,9,9,320,320,9,9,6111,9711
7,0704,9,2010,5,4,2010,7,0704,52,46,1,1,320,320,1,1,6111,9711
16,1613,9,2010,3,8,2010,16,1613,31,999,1,1,320,320,2,1,6111,9711
21,2107,10,2010,17,9,2010,21,2101,999,999,9,9,320,320,9,9,6111,9711
12,1217,10,2010,9,6,2010,9,0920,999,999,9,9,320,320,9,9,6111,9711
6,0614,11,2010,20,8,2010,6,0601,58,999,2,2,320,320,1,1,6111,9711
16,1601,11,2010,24,7,2010,16,1601,30,28,1,1,320,320,9,9,6111,9711
12,1221,12,2010,12,10,2010,9,0920,25,999,2,9,320,320,2,9,6111,9711
5,0501,2,2010,13,1,2010,1,0101,57,57,2,2,320,320,9,9,6111,9711
9,0915,2,2010,15,1,2010,9,0915,999,999,9,9,320,320,9,9,6111,9711
11,1102,4,2010,1,3,2010,11,1101,999,67,9,9,320,320,2,2,6111,9711
1,0101,4,2010,23,2,2010,1,0101,999,999,9,9,320,320,9,9,6111,9711
21,2102,4,2010,19,2,2010,21,2102,999,999,9,9,320,320,9,9,6111,9711
16,1601,5,2010,26,2,2010,16,1601,999,999,9,9,320,320,9,9,6111,9711
13,1325,5,2010,26,3,2010,13,1325,36,35,1,1,320,320,2,2,6111,9711
16,1601,6,2010,23,3,2010,16,1601,24,16,1,1,320,320,1,1,6111,9711
21,2101,6,2010,6,4,2010,1,0101,999,999,9,9,320,320,9,9,6111,9711
15,1502,6,2010,20,5,2010,15,1501,999,999,9,9,320,320,9,9,6111,9711
1,0115,7,2010,25,6,2010,1,0115,999,999,9,9,320,320,9,9,6111,9711
1,0101,7,2010,9,3,2010,1,0101,999,999,9,9,320,320,9,9,6111,9711
16,1603,7,2010,26,2,2010,16,1601,999,999,9,9,320,320,1,1,6111,9711
22,2202,8,2010,11,6,2010,22,2202,999,999,9,9,320,320,9,9,6111,9711
11,1106,8,2010,23,6,2010,11,1101,999,999,9,9,320,320,1,9,6111,9711
21,2101,8,2010,22,6,2010,21,2101,999,999,9,9,320,320,9,9,6111,9711
22,2211,8,2010,22,7,2010,22,2201,999,999,9,9,320,320,9,9,6111,9711
13,1312,8,2010,12,5,2010,9,0901,999,999,9,9,320,320,9,9,6111,9711
9,0917,9,2010,30,3,2010,1,0101,999,999,9,9,320,320,9,1,6111,9711
14,1403,9,2010,25,5,2010,14,1403,48,45,2,2,320,320,2,3,6111,9711
20,2011,10,2010,13,9,2010,20,2001,31,28,2,9,320,320,3,1,6111,9711
16,1603,10,2010,9,7,2010,16,1601,999,999,1,9,320,320,2,9,6111,9711
14,1412,10,2010,2,9,2010,14,1401,999,999,9,9,320,320,9,9,6111,9711
21,2101,10,2010,31,8,2010,21,2101,999,999,9,9,320,320,1,9,6111,9711
11,1106,10,2010,17,6,2010,11,1101,42,999,2,9,320,320,2,9,6111,9711
22,2216,11,2010,7,10,2010,22,2216,36,999,2,9,320,320,2,9,6111,9711
17,1701,11,2010,22,10,2010,17,1701,42,27,2,9,320,320,9,9,6111,9711
9,0920,12,2010,3,12,2010,9,0920,57,28,2,2,320,320,2,2,6111,9711
12,1224,1,2011,15,6,2010,12,1224,54,50,9,9,320,320,2,2,6111,9711
13,1312,1,2011,3,12,2010,13,1312,999,45,9,2,320,320,9,1,6111,9711
21,2101,1,2011,16,7,2010,21,2101,25,28,9,9,320,320,9,9,6111,9711
17,1704,1,2011,16,12,2010,17,1703,64,41,2,2,320,320,1,1,6111,9711
10,1006,2,2011,10,12,2010,1,0101,999,999,9,9,320,320,9,9,6111,9711
1,0101,3,2011,14,9,2010,9,0901,999,999,9,9,320,320,9,9,6111,9711
16,1601,3,2011,24,11,2010,16,1601,46,44,1,9,320,320,2,9,6111,9711
9,0907,3,2011,10,6,2010,9,0901,999,999,9,9,320,320,9,9,6111,9711
9,0911,1,2011,16,12,2010,9,0911,999,999,1,1,320,320,9,9,6111,9711
15,1505,2,2011,25,10,2010,15,1501,999,999,9,9,320,320,9,9,6111,9711
16,1601,2,2011,16,12,2010,16,1601,999,999,9,9,320,320,9,9,6111,9711
12,1202,3,2011,11,10,2010,12,1201,999,999,2,1,320,320,9,9,6111,9711
16,1612,4,2011,18,5,2010,16,1601,999,999,9,9,320,320,9,9,6111,9711
17,1703,4,2011,14,6,2010,17,1703,999,999,9,9,320,320,9,9,6111,9711
10,1002,5,2011,16,6,2010,10,1002,999,999,9,9,320,320,9,9,6111,9711
21,2106,1,2011,12,11,2010,21,2101,999,28,2,2,320,320,2,2,6111,9711
1,0117,1,2011,25,11,2010,6,0601,42,42,2,2,320,320,9,2,6111,9711
7,0704,1,2011,31,8,2010,7,0704,56,999,1,1,320,320,1,9,6111,9711
9,0917,1,2011,18,11,2010,9,0920,999,42,2,2,320,320,9,9,6111,9711
13,1319,2,2011,19,10,2010,13,1301,35,34,1,1,320,320,2,2,6111,9711
12,1218,2,2011,15,4,2010,9,0920,999,999,9,9,320,320,1,9,6111,9711
5,0506,3,2011,11,11,2010,5,0502,38,35,9,9,320,320,1,1,6111,9711
15,1501,3,2011,10,9,2010,17,1703,999,999,9,9,320,320,9,9,6111,9711
9,0911,3,2011,2,12,2010,9,0911,49,46,1,1,320,320,2,2,6111,9711
15,1508,3,2011,4,1,2010,16,1601,999,999,9,9,320,320,9,9,6111,9711
13,1306,3,2011,2,11,2010,9,0901,999,999,9,9,320,320,9,9,6111,9711
16,1613,5,2011,10,11,2010,16,1613,999,999,1,1,320,320,2,2,6111,9711
9,0920,1,2011,25,10,2010,9,0920,999,999,9,9,320,320,9,9,6111,9711
17,1708,1,2011,10,11,2010,15,1501,999,999,9,9,320,320,9,9,6111,9711
6,0606,2,2011,16,9,2010,6,0606,999,999,9,9,320,320,1,9,6111,9711
2,0207,2,2011,1,12,2010,2,0201,999,999,9,9,320,320,9,9,6111,9711
9,0923,3,2011,13,9,2010,9,0923,999,999,9,9,320,320,9,9,6111,9711
21,2106,5,2011,1,12,2010,21,2101,999,999,9,9,320,320,9,1,6111,9711
6,0601,5,2011,9,11,2010,6,0601,40,35,2,9,320,320,1,1,6111,9711
13,1311,1,2011,18,11,2010,13,1301,999,999,9,9,320,320,9,9,6111,9711
2,0204,1,2011,10,12,2010,2,0204,999,999,9,9,320,320,9,9,6111,9711
17,1712,1,2011,1,9,2010,17,1712,999,999,9,9,320,320,9,9,6111,9711
22,2211,1,2011,9,12,2010,22,2201,27,20,2,2,320,320,1,1,6111,9711
13,1312,2,2011,29,10,2010,13,1312,999,999,9,9,320,320,9,9,6111,9711
13,1304,2,2011,10,12,2010,13,1301,36,24,2,2,320,320,2,2,6111,9711
6,0614,5,2011,26,7,2010,6,0601,43,55,2,2,320,320,9,9,6111,9711
1,0111,5,2011,27,8,2010,1,0101,41,41,9,9,320,320,1,1,6111,9711
16,1615,6,2011,21,9,2010,16,1615,999,999,9,9,320,320,9,9,6111,9711
1,0101,1,2011,31,8,2010,1,0101,999,999,9,9,320,320,9,9,6111,9711
7,0704,1,2011,17,11,2010,7,0704,34,32,2,2,320,320,9,2,6111,9711
21,2101,2,2011,8,12,2010,21,2101,999,999,9,9,320,320,9,9,6111,9711
14,1410,5,2011,9,9,2010,14,1401,21,22,1,1,320,320,2,1,6111,9711
17,1705,6,2011,30,9,2010,17,1705,999,999,9,9,320,320,9,9,6111,9711
17,1709,6,2011,23,9,2010,17,1709,37,999,2,9,320,320,1,9,6111,9711
22,2203,1,2011,16,11,2010,22,2201,999,999,9,9,320,320,9,9,6111,9711
1,0101,2,2011,4,10,2010,1,0101,43,36,2,2,320,320,2,2,6111,9711
15,1501,2,2011,11,11,2010,15,1501,999,999,9,9,320,320,9,9,6111,9711
18,1805,2,2011,7,12,2010,18,1801,29,23,2,2,320,320,2,2,6111,9711
6,0610,3,2011,25,3,2010,6,0610,58,36,2,2,320,320,2,2,6111,9711
21,2101,3,2011,15,11,2010,1,0101,999,999,9,9,320,320,9,9,6111,9711
17,1707,3,2011,1,6,2010,17,1707,999,999,9,9,320,320,9,9,6111,9711
1,0113,5,2011,30,8,2010,1,0101,999,999,9,9,320,320,9,9,6111,9711
9,0917,6,2011,7,4,2010,9,0917,999,999,9,9,320,320,9,9,6111,9711
16,1613,1,2011,15,12,2010,16,1613,32,17,1,1,320,320,1,1,6111,9711
22,2217,2,2011,3,11,2010,22,2201,999,999,9,9,320,320,9,9,6111,9711
5,0509,4,2011,6,12,2010,5,0501,999,999,9,9,320,320,1,9,6111,9711
20,2009,5,2010,13,1,2010,20,2001,999,999,9,9,320,320,1,1,7112,9711
5,0501,9,2010,4,8,2010,5,0501,999,999,9,9,320,320,1,9,7112,9711
1,0101,6,2010,23,2,2010,1,0101,999,999,9,9,320,320,9,9,7112,9711
1,0101,7,2010,25,5,2010,1,0101,59,56,9,9,320,320,9,1,7112,9711
1,0101,3,2010,11,2,2010,1,0101,999,999,9,9,320,320,9,9,7112,9711
9,0903,7,2010,22,3,2010,9,0901,41,40,1,1,320,320,2,2,7112,9711
1,0101,8,2010,26,2,2010,1,0101,999,999,9,9,320,320,9,9,7112,9711
16,1601,8,2010,26,3,2010,16,1601,999,999,9,9,320,320,9,9,7112,9711
9,0920,5,2010,4,5,2010,9,0920,999,999,9,9,320,320,9,9,7112,9711
17,1712,3,2011,6,12,2010,17,1712,999,999,9,9,320,320,9,9,7112,9711
8,0801,3,2011,7,12,2010,8,0801,20,17,1,1,320,320,2,9,7112,9711
16,1601,9,2010,16,6,2010,16,1601,52,53,9,9,320,320,1,1,7115,9711
5,0501,5,2010,17,2,2010,5,0501,999,999,9,9,320,320,9,9,7115,9711
16,1601,10,2010,16,6,2010,16,1601,52,53,9,9,320,320,1,1,7115,9711
10,1003,5,2010,15,2,2010,10,1003,999,999,9,9,320,320,9,9,7115,9711
12,1215,1,2011,6,12,2010,12,1215,999,999,9,9,320,320,9,9,7115,9711
21,2101,1,2011,9,12,2010,21,2101,999,999,9,9,320,320,9,9,7115,9711
21,2101,2,2011,9,12,2010,21,2101,999,999,9,9,320,320,9,9,7115,9711
21,2101,2,2011,9,12,2010,21,2101,999,999,9,9,320,320,9,9,7115,9711
21,2106,5,2011,26,10,2010,1,0101,999,999,9,9,320,320,9,9,7115,9711
1,0101,7,2010,7,5,2010,1,0101,53,56,2,2,320,320,9,9,7126,9711
20,2002,8,2010,26,5,2010,20,2001,45,31,9,9,320,320,2,2,7126,9711
1,0115,9,2010,4,6,2010,1,0115,999,999,9,9,320,320,9,9,7131,9711
16,1601,5,2010,9,4,2010,16,1601,999,999,9,9,320,320,9,9,7131,9711
1,0102,8,2010,15,7,2010,1,0101,44,39,2,2,320,320,2,2,7131,9711
1,0101,11,2010,26,8,2010,1,0101,26,29,9,9,320,320,1,1,7131,9711
6,0602,9,2010,19,8,2010,6,0601,999,999,2,9,320,320,2,9,7212,9711
1,0101,12,2010,12,7,2010,1,0101,999,999,9,9,320,320,9,9,7212,9711
1,0111,8,2010,15,7,2010,1,0101,999,999,9,9,320,320,1,1,7212,9711
13,1301,8,2010,29,7,2010,13,1301,999,999,9,9,320,320,9,1,7212,9711
5,0501,9,2010,20,7,2010,1,0101,49,999,9,9,320,320,1,9,7212,9711
1,0115,1,2011,26,10,2010,1,0115,999,999,9,9,320,320,9,9,7221,9711
1,0115,5,2010,4,5,2010,1,0115,999,999,2,9,320,320,9,9,7231,9711
1,0101,9,2010,3,8,2010,12,1215,999,999,9,9,320,320,9,9,7231,9711
11,1101,11,2010,28,9,2010,11,1101,48,999,2,2,320,320,3,9,7231,9711
9,0901,11,2010,28,10,2010,9,0901,999,35,9,1,320,320,9,4,7231,9711
9,0901,8,2010,8,3,2010,9,0901,999,999,9,9,320,-1,9,9,7231,9711
5,0501,4,2010,1,2,2010,5,0501,999,999,9,9,320,320,9,9,7231,9711
7,0713,10,2010,17,8,2010,7,0701,31,31,2,2,320,320,4,2,7231,9711
1,0115,5,2010,16,3,2010,1,0115,39,999,9,9,320,320,1,9,7231,9711
1,0101,11,2010,4,11,2010,1,0101,999,999,9,9,320,320,9,9,7231,9711
10,1010,1,2011,18,11,2010,10,1001,999,999,9,9,320,320,9,9,7231,9711
12,1215,6,2011,30,9,2010,12,1215,999,999,9,9,320,320,9,9,7231,9711
19,1901,4,2011,27,10,2010,19,1901,25,19,2,2,320,320,4,2,7231,9711
1,0101,1,2011,17,9,2010,1,0101,999,999,9,9,320,320,9,9,7231,9711
1,0101,3,2011,13,12,2010,1,0101,999,999,9,9,320,222,9,9,7231,9711
1,0101,2,2011,3,5,2010,1,0101,46,48,2,2,320,222,9,9,7231,9711
8,0801,4,2011,28,10,2010,8,0801,32,26,1,1,320,320,4,4,7231,9711
12,1215,9,2010,10,5,2010,12,1215,999,999,9,9,320,320,1,9,7319,9711
1,0101,3,2010,20,1,2010,1,0115,999,999,9,9,320,320,9,9,7319,9711
5,0501,11,2010,16,8,2010,5,0501,64,53,2,2,320,222,9,9,7411,9711
1,0112,7,2010,20,5,2010,1,0112,42,999,9,9,320,320,1,1,7411,9711
22,2207,8,2010,22,1,2010,1,0101,999,999,9,9,320,320,9,9,7411,9711
9,0909,4,2011,15,11,2010,9,0901,999,999,9,9,320,320,9,9,7412,9711
9,0920,11,2010,4,10,2010,9,0920,999,999,9,9,320,320,9,9,7512,9711
21,2101,7,2010,24,6,2010,21,2101,999,999,9,9,320,320,9,9,7512,9711
9,0920,1,2011,10,12,2010,9,0920,999,999,2,9,320,320,9,9,7512,9711
14,1406,12,2010,3,3,2010,7,0701,35,34,1,1,320,320,2,1,7531,9711
8,0803,11,2010,19,10,2010,8,0803,41,40,1,1,320,320,2,2,7531,9711
1,0108,8,2010,10,2,2010,1,0101,999,999,9,9,320,320,9,9,7531,9711
8,0803,8,2010,2,8,2010,8,0801,50,51,9,1,320,320,2,2,7531,9711
1,0108,5,2010,20,4,2010,1,0108,999,55,9,2,320,320,9,1,7534,9711
9,0902,8,2010,11,6,2010,9,0901,999,36,2,2,320,320,9,9,7536,9711
8,0801,7,2010,25,3,2010,8,0801,33,999,9,9,320,320,9,9,7536,9711
22,2203,3,2010,26,1,2010,22,2201,999,27,9,2,320,320,9,3,7536,9711
9,0901,2,2011,9,12,2010,9,0901,999,999,9,9,320,320,9,9,7536,9711
1,0111,4,2010,8,2,2010,1,0101,40,37,9,9,320,320,1,2,7549,9711
1,0101,8,2010,11,5,2010,1,0101,999,999,9,9,320,320,9,9,8152,9711
7,0713,4,2011,14,9,2010,7,0713,50,999,1,9,320,320,2,9,8152,9711
9,0902,2,2011,2,11,2010,9,0901,29,28,2,2,320,320,9,9,8152,9711
1,0115,4,2010,22,2,2010,1,0115,999,999,9,9,320,320,9,9,8322,9711
22,2202,6,2010,21,5,2010,22,2202,999,999,9,9,320,320,9,9,8322,9711
1,0101,8,2010,21,5,2010,1,0101,999,999,9,2,320,320,9,1,8322,9711
6,0601,10,2010,27,8,2010,6,0601,999,30,9,2,320,320,9,9,8322,9711
9,0917,10,2010,9,7,2010,12,1215,71,999,2,2,320,320,2,9,8322,9711
2,0207,2,2010,1,2,2010,2,0207,999,999,9,9,320,320,1,1,8322,9711
1,0101,8,2010,9,7,2010,1,0101,52,999,9,9,320,320,1,9,8322,9711
1,0101,10,2010,12,8,2010,1,0101,999,999,9,9,320,320,9,9,8322,9711
1,0108,5,2010,10,3,2010,1,0108,64,43,9,9,320,320,1,1,8322,9711
10,1010,12,2010,8,3,2010,7,0719,999,999,9,9,320,320,1,9,8322,9711
1,0101,12,2010,2,11,2010,1,0101,999,999,9,9,320,320,1,9,8322,9711
9,0901,6,2011,3,12,2010,9,0901,999,999,9,9,320,320,9,9,8322,9711
1,0117,1,2011,7,12,2010,1,0101,38,35,2,2,320,320,9,9,8322,9711
1,0101,2,2011,3,11,2010,1,0101,999,999,9,9,320,320,9,9,8322,9711
1,0101,3,2011,19,11,2010,1,0101,39,999,2,9,320,320,2,9,8322,9711
1,0115,9,2010,29,4,2010,1,0115,999,999,9,9,320,320,9,9,8341,9711
1,0115,11,2010,21,10,2010,1,0115,999,999,9,9,320,320,9,9,8341,9711
16,1601,5,2011,6,4,2010,16,1601,48,999,1,9,320,320,2,9,9111,9711
14,1404,6,2010,16,4,2010,14,1404,999,999,9,9,320,320,9,9,9211,9711
22,2212,6,2010,15,3,2010,22,2212,999,999,9,9,320,320,9,9,9211,9711
22,2206,6,2010,26,3,2010,1,0101,999,52,9,2,320,320,9,9,9211,9711
10,1010,7,2010,18,1,2010,10,1001,27,999,1,9,320,320,2,9,9211,9711
21,2103,9,2010,23,8,2010,21,2103,999,999,9,9,320,320,9,9,9211,9711
21,2103,10,2010,9,2,2010,21,2103,999,999,9,9,320,320,9,9,9211,9711
7,0712,11,2010,29,7,2010,7,0712,57,54,1,1,320,320,1,1,9211,9711
15,1504,12,2010,13,5,2010,15,1501,47,999,2,2,320,320,2,1,9211,9711
21,2101,2,2010,18,1,2010,21,2101,999,999,9,9,320,320,9,9,9211,9711
1,0115,4,2010,24,3,2010,1,0115,999,999,9,9,320,320,9,9,9211,9711
20,2002,4,2010,4,2,2010,20,2001,999,37,9,9,320,320,9,1,9211,9711
9,0907,6,2010,8,4,2010,9,0901,999,999,9,9,320,320,9,9,9211,9711
22,2211,6,2010,11,5,2010,22,2201,999,999,9,9,320,320,9,9,9211,9711
10,1017,6,2010,26,1,2010,10,1001,999,999,9,9,320,320,9,9,9211,9711
9,0920,7,2010,9,6,2010,9,0920,999,999,9,9,320,320,9,9,9211,9711
5,0501,8,2010,7,7,2010,5,0501,999,35,9,2,320,320,9,9,9211,9711
7,0713,9,2010,7,5,2010,7,0719,43,42,1,1,320,320,1,1,9211,9711
9,0921,10,2010,18,6,2010,1,0101,35,31,2,1,320,320,3,1,9211,9711
21,2101,11,2010,17,9,2010,21,2101,999,999,9,9,320,320,9,9,9211,9711
10,1008,4,2010,29,3,2010,10,1008,25,21,1,1,320,320,2,2,9211,9711
22,2201,5,2010,19,4,2010,22,2201,999,999,9,9,320,320,9,9,9211,9711
9,0908,5,2010,26,4,2010,9,0908,999,999,9,9,320,320,9,9,9211,9711
19,1908,6,2010,25,3,2010,19,1901,999,999,9,9,320,320,9,9,9211,9711
9,0921,6,2010,11,5,2010,9,0920,25,23,1,1,320,320,1,2,9211,9711
10,1003,7,2010,9,4,2010,10,1003,999,999,9,9,320,320,9,9,9211,9711
14,1406,7,2010,17,5,2010,14,1406,22,999,1,9,320,320,2,9,9211,9711
18,1805,8,2010,15,6,2010,18,1805,999,999,9,9,320,320,9,9,9211,9711
18,1805,9,2010,22,7,2010,18,1805,999,999,9,9,320,320,9,9,9211,9711
10,1008,10,2010,30,9,2010,10,1001,999,999,9,9,320,320,9,9,9211,9711
10,1008,11,2010,14,9,2010,10,1001,999,999,9,9,320,320,9,9,9211,9711
21,2101,11,2010,26,10,2010,22,2201,999,999,9,9,320,320,9,9,9211,9711
10,1010,11,2010,13,10,2010,10,1001,999,24,9,1,320,320,9,2,9211,9711
22,2211,11,2010,26,10,2010,22,2201,999,999,9,9,320,320,9,9,9211,9711
22,2203,12,2010,8,3,2010,19,1901,999,999,9,9,320,320,9,9,9211,9711
12,1214,4,2010,12,1,2010,12,1214,999,999,9,9,320,320,9,9,9211,9711
9,0908,4,2010,5,4,2010,9,0908,999,999,9,9,320,320,9,9,9211,9711
9,0910,7,2010,8,6,2010,9,0910,999,999,9,9,320,320,9,9,9211,9711
9,0920,7,2010,9,6,2010,9,0920,999,999,9,9,320,320,9,9,9211,9711
1,0115,7,2010,1,7,2010,1,0115,999,999,9,9,320,320,9,9,9211,9711
21,2103,8,2010,14,7,2010,21,2103,999,999,9,9,320,320,9,9,9211,9711
21,2101,8,2010,9,7,2010,21,2101,999,999,9,9,320,320,9,9,9211,9711
20,2010,9,2010,10,6,2010,20,2001,999,999,9,9,320,320,9,9,9211,9711
2,0203,11,2010,26,10,2010,18,1801,999,999,9,9,320,320,9,9,9211,9711
16,1601,12,2010,15,6,2010,16,1601,999,999,9,9,320,320,1,9,9211,9711
20,2009,12,2010,15,10,2010,19,1901,999,999,9,9,320,320,9,9,9211,9711
9,0908,12,2010,4,10,2010,9,0908,999,999,9,9,320,320,1,9,9211,9711
20,2008,3,2010,11,1,2010,20,2001,999,999,9,9,320,320,9,9,9211,9711
10,1001,6,2010,26,3,2010,5,0502,999,999,9,9,320,320,9,9,9211,9711
20,2002,6,2010,25,3,2010,20,2001,999,999,9,9,320,320,9,9,9211,9711
6,0613,7,2010,10,5,2010,6,0601,999,30,9,2,320,320,9,2,9211,9711
21,2101,8,2010,17,5,2010,21,2101,999,999,9,9,320,320,9,9,9211,9711
16,1601,8,2010,15,2,2010,16,1601,999,999,9,9,320,320,9,9,9211,9711
10,1017,8,2010,3,6,2010,10,1001,999,999,9,9,320,320,9,9,9211,9711
20,2005,9,2010,16,7,2010,20,2005,66,999,2,9,320,320,1,9,9211,9711
14,1404,10,2010,25,8,2010,14,1404,999,999,9,9,320,320,9,9,9211,9711
10,1010,11,2010,13,10,2010,10,1001,999,999,9,9,320,320,9,9,9211,9711
11,1109,12,2010,6,5,2010,11,1101,999,999,9,9,320,320,9,9,9211,9711
1,0101,12,2010,30,11,2010,1,0101,999,999,9,9,320,320,9,9,9211,9711
21,2102,3,2010,25,1,2010,21,2102,999,999,9,9,320,320,9,9,9211,9711
7,0707,3,2010,21,1,2010,7,0707,27,20,1,1,320,320,9,9,9211,9711
10,1001,3,2010,16,2,2010,10,1001,999,999,9,9,320,320,9,9,9211,9711
16,1608,3,2010,23,2,2010,16,1601,999,999,9,9,320,320,9,9,9211,9711
14,1409,3,2010,1,2,2010,14,1409,999,999,9,9,320,320,9,9,9211,9711
22,2211,9,2010,13,4,2010,1,0115,999,999,9,9,320,320,9,9,9211,9711
22,2203,11,2010,26,10,2010,1,0101,999,999,9,9,320,320,9,9,9211,9711
7,0702,11,2010,4,10,2010,7,0702,999,21,9,1,320,320,9,9,9211,9711
9,0909,11,2010,18,2,2010,9,0909,999,26,9,1,320,320,9,1,9211,9711
21,2103,12,2010,9,2,2010,21,2103,999,999,9,9,320,320,9,9,9211,9711
9,0915,2,2010,15,1,2010,9,0915,999,999,9,9,320,320,9,9,9211,9711
9,0914,5,2010,16,4,2010,9,0914,999,999,9,9,320,320,9,9,9211,9711
12,1221,6,2010,17,3,2010,9,0920,51,45,2,2,320,320,2,2,9211,9711
21,2101,6,2010,18,5,2010,21,2101,999,999,9,9,320,320,9,9,9211,9711
16,1601,6,2010,5,2,2010,16,1601,999,999,9,9,320,320,9,9,9211,9711
20,2009,8,2010,13,5,2010,20,2001,999,999,9,9,320,320,9,9,9211,9711
21,2101,8,2010,26,7,2010,21,2101,999,999,9,9,320,320,9,9,9211,9711
10,1020,9,2010,6,7,2010,10,1001,38,37,2,2,320,320,1,1,9211,9711
20,2010,10,2010,14,9,2010,20,2001,999,999,9,9,320,320,9,1,9211,9711
10,1001,4,2010,18,3,2010,10,1001,55,44,9,9,320,320,1,1,9211,9711
18,1805,9,2010,27,8,2010,18,1805,999,999,9,9,320,320,9,9,9211,9711
16,1601,10,2010,25,1,2010,16,1601,999,999,9,9,320,320,9,9,9211,9711
5,0502,10,2010,15,6,2010,5,0501,999,999,9,9,320,320,9,9,9211,9711
14,1404,11,2010,25,8,2010,14,1404,999,999,9,9,320,320,9,9,9211,9711
18,1802,11,2010,1,7,2010,18,1801,31,26,1,1,320,320,1,1,9211,9711
4,0406,4,2011,28,9,2010,4,0401,44,39,1,1,320,320,2,2,9211,9711
9,0916,1,2011,8,12,2010,9,0916,52,42,1,1,320,320,1,1,9211,9711
